1

n,environment,I0,I0p,a,b,bp,h,s,m,ma,size
0,1,-0.5218932987748365,0.7070433113508428,0.0,0.0,0.0,0.0,0.021151863703888232,0.0,0.0,0.4676156585664139,5000
1,1,-0.5218396486266121,0.7070267873623648,0.5521567942864929,0.0,-2.545311832906291e-06,2.197546643336115e-06,0.02112303441935686,0.0,0.0,0.4681956462766052,5000
2,1,-0.5215952432980602,0.7068138475053867,0.5476767818066165,0.0,-2.425642033077154e-05,0.0,0.020944076836648454,0.0,0.0,0.46515624006160666,4750
3,1,-0.5216115168636518,0.7068862413768658,0.5467924304333055,9.331051567329133e-06,-0.00010259839409720822,0.0,0.020879497057706645,0.0,0.0,0.46339033358250814,4492
4,1,-0.5213200475564087,0.7069577604567744,0.548788685514697,0.0,-0.00010673274346564597,-6.63123860098354e-06,0.020792412957172893,0.0,0.0,0.46241128624928735,4318
5,1,-0.521209687464033,0.7071955134732937,0.5516996096690641,0.0,-0.0001424202677023051,-7.078785730295903e-06,0.020669344879264608,0.0,0.0,0.4613408058448823,4045
6,1,-0.5210613363787642,0.7069882640933366,0.5556979858888772,0.0,-8.840255491393721e-05,-7.323193933260084e-06,0.020644995071457267,0.0,0.0,0.4605080572864138,3910
7,1,-0.5210281818075021,0.7068591591139152,0.5610082409178069,0.0,-0.000120426440105738,-7.482019409210068e-06,0.020715357600825192,0.0,0.0,0.4604167438734198,3827
8,1,-0.5208295113051732,0.7067957308338825,0.5658690005246199,0.0,-0.00012938573449878139,-8.038654766717274e-06,0.020721002026730596,0.0,0.0,0.4598400199381334,3562
9,1,-0.520354248904832,0.7066637564605097,0.5710874795312056,0.0,-0.00010318029543686403,-1.7094739271072794e-05,0.020714998070790493,0.0,0.0,0.45907129288973864,3350
10,1,-0.5200076034858165,0.706585457649277,0.5764764315060037,0.0,-0.00015007228469054358,0.0,0.020785008004184934,0.0,0.0,0.4580839801155453,3071
11,1,-0.5197461216690928,0.7063440361533964,0.5822703797430462,0.0,-8.122523551016203e-05,0.0,0.0207409560259716,0.0,0.0,0.45814221679646056,2837
12,1,-0.5196812577066221,0.7065487246522022,0.5879367507846999,0.0,0.0,0.0,0.020837886868818097,0.0,0.0,0.4582985982720338,2555
13,1,-0.5198222324876933,0.7065656723321504,0.5941992838764883,0.0,0.0,0.0,0.020974809199590518,0.0,0.0,0.45751599413351063,2401
14,1,-0.5195390950336207,0.7067045355721701,0.6000466805606983,0.0,0.0,0.0,0.020957565450533587,0.0,0.0,0.4575242050929724,2117
15,1,-0.5192259925079112,0.7067697456812135,0.6058982792854508,0.0,0.0,0.0,0.020963479465136534,0.0,0.0,0.4579620859389177,1891
16,1,-0.5195663443966326,0.7067714633724183,0.6124335901702554,0.0,0.0,0.0,0.021069996852932954,0.0,0.0,0.4580164829869939,1667
17,1,-0.5191572544894335,0.7070115810294387,0.6182279683584349,0.0,0.0,0.0,0.02074812404655762,0.0,0.0,0.45729140631916376,1418
18,1,-0.5184513080797233,0.7071568372282582,0.6236621479006182,0.0,0.0,0.0,0.020854529993923156,0.0,0.0,0.4560809793657235,1175
19,1,-0.5184721354347884,0.7070024182681479,0.6297173877544232,0.0,0.0,0.0,0.02059031296797366,0.0,0.0,0.45703501156887616,981
20,1,-0.5184536403374286,0.7063529370291763,0.6357241771559211,0.0,0.0,0.0,0.020490291944358256,0.0,0.0,0.45789737469191716,819
21,1,-0.5183050634875299,0.7069234194666244,0.6418053657153191,0.0,0.0,0.0,0.020162953670890993,0.0,0.0,0.45892988065648915,676
22,1,-0.5181459746211259,0.7061501875449373,0.6478287754434526,0.0,0.0,0.0,0.020258592843561633,0.0,0.0,0.45771540663779636,577
23,1,-0.5170856803347265,0.7054668858625242,0.6534095958634647,0.0,0.0,0.0,0.020499693313139954,0.0,0.0,0.45966550990197347,470
24,1,-0.5164501302438823,0.7052253611150232,0.6592172613913251,0.0,0.0,0.0,0.02087597527507071,0.0,0.0,0.462474972302039,380
25,1,-0.5173033984654117,0.7044231625028887,0.6662864928764716,0.0,0.0,0.0,0.020551942361106437,0.0,0.0,0.46377107417522123,331
26,1,-0.5169766937162528,0.704900993899719,0.672169869793519,0.0,0.0,0.0,0.020079517475547967,0.0,0.0,0.46227373492354384,258
27,1,-0.5163915333636949,0.7050017892355355,0.6777886643462545,0.0,0.0,0.0,0.02053724141073206,0.0,0.0,0.46221808536862674,206
28,1,-0.5156257511711299,0.7042062336890127,0.6821796828640002,0.0,0.0,0.0,0.02053383671517012,0.0,0.0,0.461477275117403,150
29,1,-0.5162167949627341,0.7027034991373661,0.6884706641239202,0.0,0.0,0.0,0.020310329411406786,0.0,0.0,0.46153468073193665,110
30,1,-0.5151352687816383,0.7022565610266027,0.6951050559672414,0.0,0.0,0.0,0.02018268106276416,0.0,0.0,0.4635460161360085,94
31,1,-0.5156899986635871,0.7026155297451842,0.7018367870595976,0.0,0.0,0.0,0.02013952665674674,0.0,0.0,0.4632486970033484,63
32,1,-0.5126238418910583,0.7050472670644735,0.704940282741005,0.0,0.0,0.0,0.02117129794858143,0.0,0.0,0.4688047938333048,41
33,1,-0.5122869387200365,0.7044838002337216,0.7107654397001882,0.0,0.0,0.0,0.021318905595723876,0.0,0.0,0.4652962418179706,34
34,1,-0.5105835140985757,0.7051449185262842,0.7152162396175081,0.0,0.0,0.0,0.021265986624080732,0.0,0.0,0.46437920030603086,20
35,1,-0.5061360044326388,0.7071599030893694,0.7169148759407915,0.0,0.0,0.0,0.01929330096158899,0.0,0.0,0.45023422965565235,13
36,1,-0.499379228433504,0.712897067705721,0.7162959247418853,0.0,0.0,0.0,0.014621234557508215,0.0,0.0,0.4448037674470093,11
37,1,-0.4993792284335039,0.712897067705721,0.7224251860424201,0.0,0.0,0.0,0.014621234557508212,0.0,0.0,0.4448037674470093,6
38,1,-0.4993792284335039,0.7128970677057211,0.7285456418704089,0.0,0.0,0.0,0.01462123455750821,0.0,0.0,0.4448037674470092,4
39,1,-0.4993792284335039,0.7128970677057211,0.7346570506008464,0.0,0.0,0.0,0.014621234557508212,0.0,0.0,0.4448037674470092,5
40,1,-0.49937922843350396,0.712897067705721,0.7407591709656697,0.0,0.0,0.0,0.014621234557508214,0.0,0.0,0.4448037674470092,9
41,1,-0.4993792284335039,0.7128970677057211,0.7468517620636702,0.0,0.0,0.0,0.01462123455750821,0.0,0.0,0.4448037674470092,1
42,1,-0.4993792284335039,0.7128970677057211,0.7529345833698391,0.0,0.0,0.0,0.01462123455750821,0.0,0.0,0.4448037674470092,1
43,1,-0.4993792284335039,0.7128970677057211,0.7590073947446965,0.0,0.0,0.0,0.01462123455750821,0.0,0.0,0.4448037674470092,2
