1

n,environment,I0,I0p,a,b,bp,h,s,m,ma,size
0,1,0.010177654391377753,0.008758816984025567,0.0,0.0,0.0,0.0,0.0049416928530527805,0.0,0.0,0.034012990830826664,5000
1,1,0.01049652157786135,0.008846683810567097,0.0679492476014155,0.0006253631441306324,0.0,0.0004976202247238885,0.005230846298305051,0.0,0.0,0.03401892607344991,5000
2,1,0.010960796714164807,0.008852503453942128,0.05746394082456612,0.0006414740151213935,0.0,0.0,0.006213378346549609,0.0,0.0,0.032307112127046456,4752
3,1,0.011240145632388078,0.008767827691741042,0.04862418840893578,0.0,0.0,0.0,0.006837251825439661,0.0,0.0,0.03147285236171017,4455
4,1,0.010892028518100401,0.008936009083526044,0.03992456176432466,0.0004261016761371606,0.0,0.0004657198382729361,0.00839860518137557,0.0,0.0,0.03024091775790275,4286
5,1,0.011033429718933936,0.009155286103314765,0.032599725659823414,0.0006170949308190684,0.0,0.0,0.00900965735514115,0.0,0.0,0.029285522229671995,4086
6,1,0.01135993184878885,0.00967591078600575,0.02782321333478628,0.0007689733653939457,0.0,0.0,0.007210835137552656,0.0,0.0,0.028603187905764545,3946
7,1,0.01126100061662725,0.009892733439008821,0.021792725220399597,0.0,0.0,0.0,0.00595143921530052,0.0,0.0,0.027599602351502904,3712
8,1,0.01171433168242163,0.010265176767557694,0.01825842178879669,0.0,0.0,0.0,0.006007567704364623,0.0,0.0,0.026863949737035785,3499
9,1,0.011781915147607161,0.010708118678363559,0.017396160995128956,0.0,0.0,0.0,0.006313400038720067,0.0,0.0,0.02638668580579875,3277
10,1,0.011930007572333059,0.011374753638927346,0.015439775340830426,0.0,0.0,0.0,0.006791264813251496,0.0,0.0,0.026184264608605404,2973
11,1,0.01174357430578594,0.011206936237979633,0.013859653221815597,0.0,0.0,0.0,0.007052173214532746,0.0,0.0,0.02522132153302344,2704
12,1,0.012089773474875528,0.011514052040821562,0.013198038858006527,0.0,0.0,0.0,0.007084998521051866,0.0,0.0,0.02518671922814981,2503
13,1,0.012181573311994452,0.01182780359358331,0.012465701489488695,0.0,0.0,0.0,0.00803941504556277,0.0,0.0,0.024792289637066055,2245
14,1,0.011850223544621966,0.011828444111210678,0.01198858689461303,0.0,0.0,0.0,0.008239951376580937,0.0,0.0,0.02457071887227733,1941
15,1,0.011884236402871033,0.012497802598071794,0.011909870614796028,0.0,0.0,0.0,0.007901936145312712,0.0,0.0,0.023900710346225772,1714
16,1,0.011815500150553205,0.012725459235960024,0.01180993373777445,0.0,0.0,0.0,0.008102806821288387,0.0,0.0,0.024720082626423737,1527
17,1,0.012076611022298747,0.013973558195369011,0.012168801262723366,0.0,0.0,0.0,0.008769632339488189,0.0,0.0,0.02549960543448534,1300
18,1,0.011624032879635399,0.014824371700150626,0.011907651550269162,0.0,0.0,0.0,0.008391415678809768,0.0,0.0,0.025542171494787033,1155
19,1,0.01201598071532267,0.017142831089226925,0.012440105754504384,0.0,0.0,0.0,0.008887134542041328,0.0,0.0,0.02491885691995956,937
20,1,0.011068566407860565,0.02222590928771924,0.012603462062898379,0.0,0.0,0.0,0.009681224516309168,0.0,0.0,0.024790569351108734,807
21,1,0.010798465544372153,0.025414994348789157,0.013004703076306339,0.0,0.0,0.0,0.00946847893451902,0.0,0.0,0.024527226112114484,635
22,1,0.010375909949923936,0.02078883787568565,0.013602948251887344,0.0,0.0,0.0,0.008302256453495877,0.0,0.0,0.025226273030606556,490
23,1,0.010525633882234561,0.020269628343732436,0.014572711652603775,0.0,0.0,0.0,0.008140757141625305,0.0,0.0,0.025430344024525434,387
24,1,0.011651112805401504,0.016615351028762344,0.020012954615702853,0.0,0.0,0.0,0.008362210373087545,0.0,0.0,0.02628801359249417,337
25,1,0.011071631227049409,0.0191686785472209,0.018143531489224464,0.0,0.0,0.0,0.007784462587786155,0.0,0.0,0.026547056137568817,280
26,1,0.01197327208743955,0.0190050089975788,0.02267502075695373,0.0,0.0,0.0,0.007177373170564004,0.0,0.0,0.026427796731241023,214
27,1,0.011381567584088306,0.01446639636314281,0.027530604299247263,0.0,0.0,0.0,0.008530646303730086,0.0,0.0,0.02452632775817442,142
28,1,0.011651665533929718,0.017029697120079637,0.030472752555055008,0.0,0.0,0.0,0.007677780938075928,0.0,0.0,0.02582535411905659,103
29,1,0.010479475139960875,0.018358287994961052,0.0321740397973123,0.0,0.0,0.0,0.006076125120249313,0.0,0.0,0.027097954124211003,83
30,1,0.01074008134369526,0.017374306647143813,0.034912600086665774,0.0,0.0,0.0,0.0040236055741591555,0.0,0.0,0.026919340067724454,77
31,1,0.011369126032576858,0.020408735434595416,0.02644089599932774,0.0,0.0,0.0,0.0033007993009209844,0.0,0.0,0.024255998172286453,64
32,1,0.011755541570918208,0.018450877040346647,0.02846877779985663,0.0,0.0,0.0,0.003271530674687108,0.0,0.0,0.02140936546802781,62
33,1,0.012718016333421487,0.014524090823266615,0.03518227050607836,0.0,0.0,0.0,0.003689025177969302,0.0,0.0,0.025835201354352067,45
34,1,0.013066290599891181,0.012857693488232335,0.04126750810625844,0.0,0.0,0.0,0.0034468950288542542,0.0,0.0,0.02441486768387965,35
35,1,0.013137664755019294,0.01410678777184441,0.061260491579329265,0.0,0.0,0.0,0.0038757044588496057,0.0,0.0,0.03384701005189247,32
36,1,0.012292906038141668,0.013236863516810337,0.055615141096739706,0.0,0.0,0.0,0.003321092295874866,0.0,0.0,0.02947878795147253,22
37,1,0.01248109067536329,0.012041495510022189,0.01248109067536329,0.0,0.0,0.0,0.0038932021797939012,0.0,0.0,0.018669140204035893,17
38,1,0.014094924225639873,0.012034619982315007,0.014094924225639873,0.0,0.0,0.0,0.0037360347761474007,0.0,0.0,0.017127355899856745,15
39,1,0.012883022251135327,0.014861731599518447,0.012883022251135327,0.0,0.0,0.0,0.002558554180814587,0.0,0.0,0.015333882040961712,9
