1

n,environment,I0,I0p,a,b,bp,h,s,m,ma,size
0,1,0.01015650740837317,0.008769112965501442,0.0,0.0,0.0,0.0,0.004979720265656956,0.0,0.0,0.03437404554562281,5000
1,1,0.010074757021198097,0.008858837624808677,0.0705914781472831,0.0002473354374753668,0.0,0.0,0.004997472565768372,0.0,0.0,0.03483431402329955,5000
2,1,0.0101363501843606,0.009012581232445372,0.05792775432285308,0.0,0.0005315621478818121,0.0,0.005034446572360387,0.0,0.0,0.03343428347549433,4783
3,1,0.010316746169128132,0.009215541891235407,0.04777068622496947,0.0,0.0011653553408591361,0.0,0.005141632169913699,0.0,0.0,0.03231259264515136,4651
4,1,0.0104568642952253,0.00909903511062639,0.03941328810688508,0.0,0.0005491213277567812,0.0,0.005154551481782867,0.0,0.0,0.03136488040982789,4482
5,1,0.010864824466223288,0.009083153571434133,0.03270028937666973,0.0,0.0,0.0,0.005074705872604669,0.0,0.0,0.030614022507072736,4274
6,1,0.010781910976573161,0.009018229283438223,0.02771306845283017,0.0,0.0,0.0,0.00495665714785286,0.0,0.0,0.030563362268952694,4056
7,1,0.010921950647423781,0.009046981042432163,0.023338605122166515,0.0,0.0,0.0,0.0046502630853264984,0.0,0.0,0.031076270565948912,3869
8,1,0.011043792883225394,0.009521035993464606,0.019818117554805583,0.0,0.0,0.0,0.004909300045040658,0.0,0.0,0.030222980839021252,3659
9,1,0.01107637218053847,0.00941172636816502,0.01694158609842157,0.0,0.0,0.0,0.005591994506348521,0.0,0.0,0.03018950692904207,3429
10,1,0.011271229958519277,0.009167800178363073,0.014553371073848976,0.0,0.0,0.0,0.005337250523474424,0.0,0.0,0.02880300302247757,3155
11,1,0.011550675949389357,0.00930724715774951,0.013014584386495755,0.0,0.0,0.0,0.005787634669277951,0.0,0.0,0.02864150444334198,2952
12,1,0.011732760842276355,0.009122526657694988,0.012311980553392412,0.0,0.0,0.0,0.005992384444357797,0.0,0.0,0.02920877196446726,2661
13,1,0.012080998105658047,0.0091309529745897,0.012384308527859099,0.0,0.0,0.0,0.006409904140315739,0.0,0.0,0.029506080993575153,2369
14,1,0.01179296749322598,0.009163378661825183,0.011862773189336555,0.0,0.0,0.0,0.006713708350866542,0.0,0.0,0.029727816242603563,2171
15,1,0.011518446157235155,0.008891555831489774,0.011499606887521904,0.0,0.0,0.0,0.006708720715403872,0.0,0.0,0.030234847808808255,1894
16,1,0.011449863702172155,0.008923333390305422,0.011410231521227636,0.0,0.0,0.0,0.006722998254040342,0.0,0.0,0.03042428212968012,1623
17,1,0.011594005654229564,0.009490285021675256,0.011643437450973055,0.0,0.0,0.0,0.007601500365968939,0.0,0.0,0.029496996083538906,1451
18,1,0.011887188065851076,0.010912381642512145,0.012090015766150418,0.0,0.0,0.0,0.007199823427766706,0.0,0.0,0.029945853713398803,1276
19,1,0.011894026790223895,0.011459662048538008,0.012239313038148784,0.0,0.0,0.0,0.006102745546868192,0.0,0.0,0.030363657746872455,1028
