1

n,environment,I0,I0p,a,b,bp,h,s,m,ma,size
0,1,-0.5219130690352513,0.7068460843788875,0.0,0.0,0.0,0.0,0.021074967982177863,0.0,0.0,0.4669186044946712,5000
1,1,-0.5218044363776596,0.7066988724717191,0.5487402121658776,8.843970398378528e-06,0.0,-7.037412707157069e-06,0.021128485750905698,0.0,0.0,0.4660537006308353,5000
2,1,-0.5216512782535684,0.7068324028647957,0.5472175793445238,9.305524409068317e-06,0.0,0.0,0.021083644062480495,0.0,0.0,0.46483939072561326,4752
3,1,-0.5215169830919042,0.7069412239626388,0.5479025050694752,0.0,0.0,0.0,0.021229470584924345,0.0,0.0,0.4634116176438478,4455
4,1,-0.5215092531508979,0.7067166347187793,0.5495772441067017,6.508593665980775e-06,0.0,-7.113750917349011e-06,0.021507663875178395,0.0,0.0,0.4620041408839761,4286
5,1,-0.5214192487863959,0.7068738939661765,0.5523857318022657,1.3654347749580815e-05,0.0,0.0,0.021566225114696358,0.0,0.0,0.46126574278597887,4086
6,1,-0.5215306625096664,0.7065742957371052,0.5570176393734102,2.1208184834561787e-05,0.0,0.0,0.02136806345837227,0.0,0.0,0.4607018343095346,3946
7,1,-0.5216278197157634,0.7066887070095935,0.561247406011919,0.0,0.0,0.0,0.021164993365408596,0.0,0.0,0.4597691465253572,3712
8,1,-0.5217523939047798,0.707018273807677,0.5664627479865442,0.0,0.0,0.0,0.02110029571672281,0.0,0.0,0.45933609985615925,3499
9,1,-0.5217615168655796,0.7073894144063271,0.5727447546427662,0.0,0.0,0.0,0.021261112091970118,0.0,0.0,0.4598611295926169,3277
10,1,-0.5217532028855528,0.707398899962217,0.5784297198219455,0.0,0.0,0.0,0.02133662481777691,0.0,0.0,0.45960364140139975,2973
11,1,-0.5214151103380857,0.7073912126908085,0.5839421486998183,0.0,0.0,0.0,0.0213833217627421,0.0,0.0,0.4599645966816393,2704
12,1,-0.5212476556133836,0.7074626593806101,0.5897089931274775,0.0,0.0,0.0,0.02157776239985014,0.0,0.0,0.4596452086631452,2503
13,1,-0.5208991434868633,0.7075748591650359,0.595228214777819,0.0,0.0,0.0,0.021718058854555983,0.0,0.0,0.45994835226373276,2245
