1

n,environment,I0,I0p,a,b,bp,h,s,m,ma,size
0,1,-0.5220106618214261,0.7069630048878763,0.0,0.0,0.0,0.0,0.021087208494006797,0.0,0.0,0.46737302597566266,5000
1,1,-0.5216750343608565,0.7068503571330105,0.5503662886310758,0.0,0.0,0.0,0.021108820586716256,0.0,0.0,0.4660522720747213,5000
2,1,-0.521136593616027,0.7068787675218547,0.5474125466091329,0.0,2.065045561127766e-05,1.02691514162508e-05,0.021161350300523768,0.0,0.0,0.46348596259587493,4729
3,1,-0.5210879772647874,0.7068098648148877,0.5462558327509263,0.0,2.7927631140096127e-05,1.0463869219446248e-05,0.02103603192998777,0.0,0.0,0.4611648148143419,4641
4,1,-0.5210249219192592,0.7067359265056862,0.5481558129791353,2.561143330725398e-06,5.56701338029029e-05,-1.1942370003904585e-05,0.021098198368087722,0.0,0.0,0.45966136325063944,4595
5,1,-0.5207627766930992,0.7065519270967292,0.5511348767647662,0.0,0.00011512343151410388,0.0,0.02112279877902034,0.0,0.0,0.4587725140006232,4444
6,1,-0.5204318520840027,0.7064586873320734,0.5558147459028,0.0,0.0001054775955897818,0.0,0.021065320989239123,0.0,0.0,0.45809193228199946,4042
7,1,-0.5202305506701917,0.7064076587063709,0.5602565149864756,0.0,9.617490320933877e-05,0.0,0.0211469068922731,0.0,0.0,0.4574827213591138,3953
8,1,-0.520003953770279,0.7063427667884857,0.5650597537060512,0.0,4.581842465060699e-05,0.0,0.021254003905841454,0.0,0.0,0.45696583905312926,3722
9,1,-0.519668965068585,0.7064100737756622,0.5702717870702435,0.0,2.443911959724265e-05,0.0,0.021298658088252157,0.0,0.0,0.45625742979423156,3489
10,1,-0.5193612184072184,0.7064888409655052,0.5757920097882512,0.0,-6.301120818354031e-06,0.0,0.02128929365660936,0.0,0.0,0.4562099373414966,3207
11,1,-0.5193921428997289,0.7065218135606893,0.5816948267173817,0.0,0.0,0.0,0.02127769609858418,0.0,0.0,0.45506384512905135,2970
12,1,-0.5193422656515664,0.7066479227074063,0.5875691446101196,0.0,0.0,4.746228663869177e-06,0.021265558899115175,0.0,0.0,0.4548831441240463,2669
13,1,-0.5193116453255114,0.7064836465092974,0.5937351728374773,0.0,0.0,5.372215565677198e-06,0.021418178719555644,0.0,0.0,0.45451279115079335,2358
14,1,-0.5190660320589169,0.7064256627825493,0.5997013706790997,0.0,0.0,0.0,0.02143250695508819,0.0,0.0,0.45504414063617904,2139
15,1,-0.5185184832792346,0.7063784363936768,0.6053495096187939,0.0,0.0,0.0,0.02144407643968273,0.0,0.0,0.45477599133242175,1910
16,1,-0.5186754501478872,0.7067454286379544,0.6115449429061728,0.0,0.0,0.0,0.021385449468402547,0.0,0.0,0.4549084706865488,1680
17,1,-0.5185975697715073,0.70641590955367,0.6177449423155233,0.0,0.0,0.0,0.02126787720591291,0.0,0.0,0.45470556828868813,1497
18,1,-0.5185484380909399,0.7062342194263167,0.6239204193544516,0.0,0.0,0.0,0.021466480606218603,0.0,0.0,0.45425464854933345,1250
19,1,-0.517676749885465,0.7062120695505409,0.6290855557275449,0.0,0.0,0.0,0.021532541838802256,0.0,0.0,0.4528866834875692,1055
20,1,-0.5176956801126201,0.7062994669466938,0.6351424018583552,0.0,0.0,0.0,0.021574039037959146,0.0,0.0,0.45320787021336967,878
21,1,-0.5171577604074534,0.7067147711214213,0.6409832246513132,0.0,0.0,0.0,0.021764771628975464,0.0,0.0,0.45140056462258193,770
22,1,-0.5177521756782074,0.7063090805611183,0.6474725280042027,0.0,0.0,0.0,0.021554510180214856,0.0,0.0,0.4512489560347866,664
23,1,-0.5175111989063483,0.7066830639381854,0.6537132034106077,0.0,0.0,0.0,0.02176427122146772,0.0,0.0,0.44925995154898374,535
24,1,-0.5175649562023639,0.7065979274431698,0.6591132004462207,0.0,0.0,0.0,0.0216336066766696,0.0,0.0,0.44730214481151725,428
25,1,-0.5177095345386562,0.7067805805414171,0.6660215447803249,0.0,0.0,0.0,0.021337169262423655,0.0,0.0,0.4441771249056577,348
26,1,-0.518058283897072,0.7058705617423402,0.6723756036434444,0.0,0.0,0.0,0.02183465325199124,0.0,0.0,0.440329530638158,295
27,1,-0.5175859971164163,0.705914531720174,0.678983128098974,0.0,0.0,0.0,0.022369354932911395,0.0,0.0,0.438167445517915,227
28,1,-0.5181913639204206,0.7043599189078577,0.6857860781259517,0.0,0.0,0.0,0.022729926044083745,0.0,0.0,0.43467630581125216,174
29,1,-0.5167647249601036,0.7039584603769372,0.6905504060362025,0.0,0.0,0.0,0.0228795008084558,0.0,0.0,0.4334254844779357,127
30,1,-0.5172858641914665,0.7049768352640599,0.6972556513770701,0.0,0.0,0.0,0.023407666539075236,0.0,0.0,0.4334802002732981,107
31,1,-0.515841029118225,0.7058876805823452,0.7019878175142357,0.0,0.0,0.0,0.022532427373300044,0.0,0.0,0.4253748873287566,88
32,1,-0.5157297247712397,0.7056171619014604,0.7080461656211863,0.0,0.0,0.0,0.022399417914311173,0.0,0.0,0.4281436017968537,59
33,1,-0.5154501545555981,0.7047614880436998,0.7139286555357502,0.0,0.0,0.0,0.02237729613177037,0.0,0.0,0.4269902986734461,46
34,1,-0.5137222009058923,0.7055331636245044,0.7183549264248248,0.0,0.0,0.0,0.021863203267708832,0.0,0.0,0.42401579114502763,30
35,1,-0.5117396547050216,0.6996304588195462,0.7225185262131743,0.0,0.0,0.0,0.021511296249749276,0.0,0.0,0.4131300814029777,18
36,1,-0.515031770230782,0.6962444985263273,0.731948466539163,0.0,0.0,0.0,0.02387532172090418,0.0,0.0,0.42379341653735614,14
37,1,-0.5131677649737895,0.6952305604582354,0.7362137225827058,0.0,0.0,0.0,0.02411624743304337,0.0,0.0,0.4229880114801445,11
38,1,-0.512558961996463,0.7011153137074995,0.7417253754333679,0.0,0.0,0.0,0.023652393699030123,0.0,0.0,0.4222952653559971,10
39,1,-0.510869686329302,0.6986920710033705,0.7461475084966445,0.0,0.0,0.0,0.023747843783254174,0.0,0.0,0.43980533200877236,9
40,1,-0.5120825768029224,0.699895689319476,0.753462519335088,0.0,0.0,0.0,0.02382729987889772,0.0,0.0,0.43666314384322685,7
41,1,-0.5182434177041643,0.6925565444412174,0.7657159513343306,0.0,0.0,0.0,0.028926408173231312,0.0,0.0,0.4759654464669347,2
